"subject_oexp"	"Subject"	"Age"	"Handedness"	"ResearcherID"	"SessionTime"	"Sex"	"Block"	"CorrectLeft"	"CorrectRight"	"Stimulus.CRESP"	"Stimulus.RESP"	"Stimulus.ACC"	"Stimulus.RT"	"Stimulus8"	"oexperiment"	"spelling"	"group"
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	36	5	1	1	5	0	714	"rejoute"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	37	1	5	5	5	1	1694	"escroc"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	38	1	5	5	1	0	649	"hache"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	39	5	1	1	5	0	657	"parchance"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	40	1	5	5	5	1	834	"pinceau"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	41	1	5	5	5	1	585	"poisson"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	42	1	5	5	1	0	1123	"robinet"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	1	1	5	5	5	1	1673	"cheveux"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	2	5	1	1	1	1	765	"soumon"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	3	1	5	5	1	0	906	"cloche"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	4	1	5	5	5	1	749	"fascine"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	5	5	1	1	1	1	819	"huif"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	6	1	5	5	1	0	1060	"semonce"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	7	1	5	5	1	0	679	"canoter "	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	8	1	5	5	5	1	761	"infâme"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	9	1	5	5	5	1	622	"fourmi"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	51	1	5	5	5	1	795	"treillage"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	52	1	5	5	1	0	900	"dauphin"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	53	1	5	5	5	1	672	"orgueil"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	54	1	5	5	5	1	849	"amorce"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	55	1	5	5	1	0	1412	"cintre"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	56	1	5	5	5	1	1488	"chameau"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	57	1	5	5	1	0	979	"bouton"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	58	1	5	5	5	1	691	"capeline"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	59	1	5	5	5	1	803	"lanière"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	19	1	5	5	1	0	659	"ennemi"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	20	1	5	5	5	1	495	"pouce"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	21	5	1	1	1	1	608	"metter"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	22	1	5	5	5	1	608	"fosse"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	23	1	5	5	5	1	518	"inciter"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	65	5	1	1	5	0	1095	"détume"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	66	5	1	1	1	1	1037	"oeuiller"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	26	5	1	1	5	0	619	"cessure"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	27	1	5	5	1	0	763	"clouer"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	28	1	5	5	1	0	950	"mappemonde"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	69	1	5	5	1	0	1454	"vicelard"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	70	5	1	1	1	1	585	"joueux"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	71	5	1	1	5	0	1627	"agire"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	72	1	5	5	1	0	1869	"éventail"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	73	5	1	1	5	0	1050	"boutard"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	74	1	5	5	5	1	517	"panier"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	75	1	5	5	5	1	1154	"citrouille"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	76	1	5	5	5	1	729	"bouilloire"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	77	5	1	1	5	0	854	"parir"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	78	1	5	5	1	0	1439	"remporter"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	79	5	1	1	1	1	1114	"procoreux"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	80	1	5	5	1	0	1915	"tanin"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	81	1	5	5	1	0	1309	"église"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	82	1	5	5	5	1	823	"indicible"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	83	5	1	1	1	1	985	"réporce"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	84	1	5	5	5	1	830	"mignon"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	50	1	5	5	1	0	1018	"esquif"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	60	5	1	1	1	1	1303	"honteur"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	61	1	5	5	5	1	776	"abêtir"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	49	1	5	5	5	1	621	"marteau"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	62	1	5	5	5	1	537	"fenêtre"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	64	1	5	5	1	0	966	"caddie"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	68	5	1	1	5	0	1455	"prioche"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	67	1	5	5	1	0	757	"balai"	"1"	"-spelling"	1
"1001_1"	1001	21	"right"	"Other"	"11:07:56"	"female"	63	1	5	5	1	0	1323	"écureuil "	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	2	5	1	1	1	1	1701	"soumon"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	3	1	5	5	1	0	1187	"cloche"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	10	1	5	5	1	0	2546	"cadenas"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	7	1	5	5	1	0	1474	"canoter "	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	8	1	5	5	1	0	1521	"infâme"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	9	1	5	5	1	0	2024	"fourmi"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	1	1	5	5	1	0	12958	"cheveux"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	55	1	5	5	1	0	1746	"cintre"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	56	1	5	5	1	0	1614	"chameau"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	4	1	5	5	1	0	1229	"fascine"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	5	5	1	1	1	1	1687	"huif"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	6	1	5	5	1	0	1483	"semonce"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	20	1	5	5	1	0	3008	"pouce"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	21	5	1	1	1	1	1372	"metter"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	22	1	5	5	1	0	2157	"fosse"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	23	1	5	5	1	0	1298	"inciter"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	24	1	5	5	1	0	1202	"salière"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	25	1	5	5	5	1	1161	"fouet"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	26	5	1	1	5	0	1617	"cessure"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	27	1	5	5	1	0	1012	"clouer"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	28	1	5	5	1	0	1237	"mappemonde"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	29	5	1	1	1	1	2026	"gloque"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	30	1	5	5	1	0	3085	"lézard"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	31	5	1	1	5	0	1387	"sacher"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	32	1	5	5	1	0	1780	"nouer"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	33	1	5	5	1	0	1055	"occire"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	34	5	1	1	1	1	3554	"écouce"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	35	5	1	1	1	1	1271	"osseaux"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	36	5	1	1	1	1	1714	"rejoute"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	37	1	5	5	1	0	4793	"escroc"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	38	1	5	5	1	0	1897	"hache"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	39	5	1	1	5	0	2269	"parchance"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	40	1	5	5	1	0	1492	"pinceau"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	41	1	5	5	5	1	863	"poisson"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	42	1	5	5	1	0	956	"robinet"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	43	1	5	5	1	0	1640	"amadouer"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	44	1	5	5	1	0	1026	"peigne"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	45	5	1	1	5	0	1479	"retruire"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	46	1	5	5	1	0	1507	"crayon"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	47	5	1	1	1	1	1092	"sentuelle"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	48	1	5	5	1	0	1638	"alourdir"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	49	1	5	5	1	0	2220	"marteau"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	50	1	5	5	1	0	2428	"esquif"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	51	1	5	5	1	0	1459	"treillage"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	52	1	5	5	1	0	3231	"dauphin"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	53	1	5	5	1	0	1164	"orgueil"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	54	1	5	5	1	0	1914	"amorce"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	14	5	1	1	1	1	1157	"raplaner"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	15	5	1	1	1	1	2230	"plaiser"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	16	5	1	1	1	1	3302	"cerveler"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	17	5	1	1	1	1	1454	"endifier"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	18	5	1	1	5	0	1395	"jamain"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	19	1	5	5	1	0	1172	"ennemi"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	59	1	5	5	1	0	3985	"lanière"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	60	5	1	1	1	1	1041	"honteur"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	61	1	5	5	1	0	1589	"abêtir"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	62	1	5	5	5	1	1049	"fenêtre"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	63	1	5	5	1	0	1150	"écureuil "	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	64	1	5	5	1	0	1295	"caddie"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	65	5	1	1	1	1	1903	"détume"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	66	5	1	1	1	1	1470	"oeuiller"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	67	1	5	5	1	0	1146	"balai"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	68	5	1	1	1	1	1013	"prioche"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	69	1	5	5	1	0	681	"vicelard"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	70	5	1	1	5	0	2172	"joueux"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	71	5	1	1	5	0	3118	"agire"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	72	1	5	5	1	0	1561	"éventail"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	73	5	1	1	1	1	1082	"boutard"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	74	1	5	5	1	0	1306	"panier"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	75	1	5	5	1	0	1231	"citrouille"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	76	1	5	5	1	0	1452	"bouilloire"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	77	5	1	1	5	0	1363	"parir"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	78	1	5	5	1	0	1514	"remporter"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	79	5	1	1	1	1	3778	"procoreux"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	80	1	5	5	1	0	1422	"tanin"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	81	1	5	5	1	0	1313	"église"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	82	1	5	5	1	0	2136	"indicible"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	83	5	1	1	5	0	2450	"réporce"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	84	1	5	5	1	0	1092	"mignon"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	58	1	5	5	1	0	1597	"capeline"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	11	1	5	5	5	1	3019	"racaille"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	12	5	1	1	1	1	2389	"pourcine"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	13	1	5	5	1	0	1592	"œillet"	"1"	"-spelling"	1
"1005_1"	1005	21	"right"	"Ilse"	"13:22:27"	"female"	57	1	5	5	1	0	1633	"bouton"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	84	1	5	5	1	0	406	"mignon"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	82	1	5	5	5	1	1152	"indicible"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	83	5	1	1	1	1	841	"réporce"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	48	1	5	5	1	0	445	"alourdir"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	49	1	5	5	1	0	371	"marteau"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	50	1	5	5	1	0	387	"esquif"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	51	1	5	5	1	0	381	"treillage"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	52	1	5	5	1	0	366	"dauphin"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	53	1	5	5	1	0	457	"orgueil"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	54	1	5	5	1	0	366	"amorce"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	55	1	5	5	1	0	368	"cintre"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	56	1	5	5	1	0	382	"chameau"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	57	1	5	5	1	0	356	"bouton"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	58	1	5	5	1	0	399	"capeline"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	59	1	5	5	1	0	385	"lanière"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	60	5	1	1	1	1	362	"honteur"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	61	1	5	5	1	0	400	"abêtir"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	62	1	5	5	1	0	368	"fenêtre"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	63	1	5	5	1	0	481	"écureuil "	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	64	1	5	5	1	0	359	"caddie"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	65	5	1	1	1	1	310	"détume"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	66	5	1	1	1	1	423	"oeuiller"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	67	1	5	5	1	0	284	"balai"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	68	5	1	1	1	1	309	"prioche"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	69	1	5	5	1	0	405	"vicelard"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	70	5	1	1	1	1	563	"joueux"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	71	5	1	1	1	1	342	"agire"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	72	1	5	5	1	0	374	"éventail"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	73	5	1	1	1	1	441	"boutard"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	74	1	5	5	1	0	504	"panier"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	75	1	5	5	1	0	747	"citrouille"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	76	1	5	5	1	0	573	"bouilloire"	"1"	"-spelling"	1
"1010_1"	1010	25	"right"	"Nadia"	"12:21:23"	"female"	77	5	1	1	1	1	381	"parir"	"1"	"-spelling"	1
