"subject_oexp"	"Subject"	"Age"	"Handedness"	"ResearcherID"	"SessionTime"	"Sex"	"Block"	"CorrectLeft"	"CorrectRight"	"Stimulus.CRESP"	"Stimulus.RESP"	"Stimulus.ACC"	"Stimulus.RT"	"Stimulus8"	"oexperiment"	"spelling"	"group"
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	27	1	5	5	5	1	1721	"clouer"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	28	1	5	5	1	0	2628	"mappemonde"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	16	5	1	1	5	0	1133	"cerveler"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	42	1	5	5	1	0	1302	"robinet"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	43	1	5	5	1	0	2687	"amadouer"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	44	1	5	5	5	1	1718	"peigne"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	45	5	1	1	5	0	2207	"retruire"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	7	1	5	5	1	0	1007	"canoter "	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	8	1	5	5	5	1	1059	"infâme"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	9	1	5	5	5	1	1147	"fourmi"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	10	1	5	5	1	0	1008	"cadenas"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	11	1	5	5	5	1	764	"racaille"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	12	5	1	1	5	0	886	"pourcine"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	39	5	1	1	5	0	1608	"parchance"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	40	1	5	5	5	1	3669	"pinceau"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	29	5	1	1	1	1	2743	"gloque"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	15	5	1	1	5	0	1789	"plaiser"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	54	1	5	5	5	1	2133	"amorce"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	55	1	5	5	5	1	1323	"cintre"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	56	1	5	5	5	1	924	"chameau"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	57	1	5	5	5	1	2406	"bouton"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	58	1	5	5	1	0	2375	"capeline"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	59	1	5	5	5	1	764	"lanière"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	60	5	1	1	5	0	2042	"honteur"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	61	1	5	5	5	1	3454	"abêtir"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	62	1	5	5	5	1	2075	"fenêtre"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	63	1	5	5	5	1	3340	"écureuil "	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	64	1	5	5	1	0	1487	"caddie"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	41	1	5	5	1	0	3371	"poisson"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	66	5	1	1	5	0	4579	"oeuiller"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	67	1	5	5	1	0	1298	"balai"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	68	5	1	1	5	0	3182	"prioche"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	69	1	5	5	5	1	3141	"vicelard"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	70	5	1	1	5	0	1953	"joueux"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	71	5	1	1	1	1	3794	"agire"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	72	1	5	5	1	0	1567	"éventail"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	73	5	1	1	5	0	2519	"boutard"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	74	1	5	5	1	0	3766	"panier"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	75	1	5	5	5	1	2684	"citrouille"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	76	1	5	5	5	1	1155	"bouilloire"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	77	5	1	1	5	0	1166	"parir"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	65	5	1	1	5	0	907	"détume"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	79	5	1	1	1	1	7317	"procoreux"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	80	1	5	5	5	1	915	"tanin"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	81	1	5	5	5	1	1229	"église"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	82	1	5	5	5	1	3949	"indicible"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	83	5	1	1	5	0	1245	"réporce"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	46	1	5	5	5	1	1293	"crayon"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	47	5	1	1	5	0	1676	"sentuelle"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	48	1	5	5	5	1	3405	"alourdir"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	49	1	5	5	5	1	2264	"marteau"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	50	1	5	5	1	0	1073	"esquif"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	51	1	5	5	5	1	1318	"treillage"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	52	1	5	5	1	0	1524	"dauphin"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	78	1	5	5	1	0	5507	"remporter"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	14	5	1	1	1	1	1622	"raplaner"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	53	1	5	5	1	0	3094	"orgueil"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	84	1	5	5	5	1	2343	"mignon"	"1"	"-spelling"	2
"10_1"	10	20	"right"	"Ilse"	"12:27:11"	"male"	13	1	5	5	5	1	2121	"œillet"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	50	1	5	5	1	0	756	"esquif"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	82	1	5	5	1	0	2145	"indicible"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	49	1	5	5	1	0	983	"marteau"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	54	1	5	5	1	0	1347	"amorce"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	51	1	5	5	1	0	1428	"treillage"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	83	5	1	1	1	1	921	"réporce"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	84	1	5	5	1	0	724	"mignon"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	55	1	5	5	1	0	1125	"cintre"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	56	1	5	5	1	0	945	"chameau"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	48	1	5	5	1	0	1184	"alourdir"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	21	5	1	1	1	1	729	"metter"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	22	1	5	5	1	0	573	"fosse"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	23	1	5	5	1	0	711	"inciter"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	52	1	5	5	5	1	1265	"dauphin"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	53	1	5	5	1	0	2911	"orgueil"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	66	5	1	1	1	1	1490	"oeuiller"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	67	1	5	5	1	0	1283	"balai"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	68	5	1	1	1	1	902	"prioche"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	69	1	5	5	1	0	784	"vicelard"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	70	5	1	1	5	0	1802	"joueux"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	71	5	1	1	1	1	827	"agire"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	72	1	5	5	1	0	1195	"éventail"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	73	5	1	1	1	1	3602	"boutard"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	74	1	5	5	1	0	1079	"panier"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	75	1	5	5	1	0	1978	"citrouille"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	76	1	5	5	1	0	2241	"bouilloire"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	77	5	1	1	1	1	1237	"parir"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	78	1	5	5	1	0	2978	"remporter"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	79	5	1	1	1	1	3956	"procoreux"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	80	1	5	5	1	0	679	"tanin"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	81	1	5	5	1	0	2081	"église"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	42	1	5	5	1	0	1303	"robinet"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	43	1	5	5	1	0	3200	"amadouer"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	44	1	5	5	1	0	1809	"peigne"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	45	5	1	1	5	0	1086	"retruire"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	46	1	5	5	5	1	1442	"crayon"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	47	5	1	1	1	1	1542	"sentuelle"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	7	1	5	5	1	0	2184	"canoter "	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	8	1	5	5	1	0	3575	"infâme"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	9	1	5	5	1	0	1233	"fourmi"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	10	1	5	5	5	1	2859	"cadenas"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	11	1	5	5	5	1	808	"racaille"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	12	5	1	1	5	0	1559	"pourcine"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	13	1	5	5	1	0	1736	"œillet"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	14	5	1	1	1	1	1713	"raplaner"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	15	5	1	1	5	0	1299	"plaiser"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	16	5	1	1	5	0	2446	"cerveler"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	57	1	5	5	5	1	2838	"bouton"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	58	1	5	5	1	0	734	"capeline"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	59	1	5	5	1	0	2431	"lanière"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	60	5	1	1	1	1	1401	"honteur"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	61	1	5	5	1	0	2807	"abêtir"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	62	1	5	5	1	0	2701	"fenêtre"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	24	1	5	5	5	1	5128	"salière"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	25	1	5	5	1	0	1328	"fouet"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	26	5	1	1	5	0	1227	"cessure"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	27	1	5	5	1	0	1160	"clouer"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	28	1	5	5	1	0	3057	"mappemonde"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	29	5	1	1	1	1	1582	"gloque"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	30	1	5	5	1	0	1299	"lézard"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	31	5	1	1	1	1	993	"sacher"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	32	1	5	5	1	0	769	"nouer"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	33	1	5	5	1	0	859	"occire"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	34	5	1	1	1	1	916	"écouce"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	35	5	1	1	1	1	711	"osseaux"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	36	5	1	1	1	1	1204	"rejoute"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	37	1	5	5	1	0	3540	"escroc"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	38	1	5	5	1	0	854	"hache"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	39	5	1	1	1	1	2224	"parchance"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	40	1	5	5	1	0	1029	"pinceau"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	41	1	5	5	5	1	1509	"poisson"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	1	1	5	5	5	1	3758	"cheveux"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	2	5	1	1	1	1	2027	"soumon"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	3	1	5	5	1	0	917	"cloche"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	4	1	5	5	1	0	1115	"fascine"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	5	5	1	1	1	1	1386	"huif"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	6	1	5	5	1	0	940	"semonce"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	20	1	5	5	1	0	1194	"pouce"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	65	5	1	1	1	1	1185	"détume"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	17	5	1	1	5	0	1286	"endifier"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	63	1	5	5	1	0	2611	"écureuil "	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	64	1	5	5	1	0	899	"caddie"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	18	5	1	1	5	0	732	"jamain"	"1"	"-spelling"	2
"1002_1"	1002	22	"right"	"Ilse"	"9:25:19"	"male"	19	1	5	5	1	0	682	"ennemi"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	43	1	5	5	1	0	866	"amadouer"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	44	1	5	5	5	1	839	"peigne"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	45	5	1	1	1	1	738	"retruire"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	46	1	5	5	1	0	885	"crayon"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	11	1	5	5	1	0	898	"racaille"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	12	5	1	1	5	0	1059	"pourcine"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	13	1	5	5	5	1	1472	"œillet"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	10	1	5	5	1	0	1092	"cadenas"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	42	1	5	5	1	0	682	"robinet"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	16	5	1	1	5	0	873	"cerveler"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	17	5	1	1	1	1	1618	"endifier"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	18	5	1	1	5	0	891	"jamain"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	19	1	5	5	1	0	1008	"ennemi"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	20	1	5	5	5	1	770	"pouce"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	21	5	1	1	5	0	1153	"metter"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	22	1	5	5	5	1	912	"fosse"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	23	1	5	5	5	1	880	"inciter"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	24	1	5	5	5	1	861	"salière"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	25	1	5	5	1	0	1243	"fouet"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	26	5	1	1	1	1	768	"cessure"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	27	1	5	5	1	0	781	"clouer"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	28	1	5	5	1	0	1081	"mappemonde"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	29	5	1	1	1	1	789	"gloque"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	30	1	5	5	5	1	595	"lézard"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	31	5	1	1	5	0	702	"sacher"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	32	1	5	5	5	1	897	"nouer"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	33	1	5	5	5	1	1094	"occire"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	34	5	1	1	5	0	1027	"écouce"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	35	5	1	1	1	1	1064	"osseaux"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	36	5	1	1	1	1	1362	"rejoute"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	37	1	5	5	1	0	1109	"escroc"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	38	1	5	5	5	1	756	"hache"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	39	5	1	1	1	1	1058	"parchance"	"1"	"-spelling"	2
"1006_1"	1006	25	"right"	"Other"	"10:23:58"	"male"	40	1	5	5	1	0	789	"pinceau"	"1"	"-spelling"	2
