set	Correct	Subject	group	Response.RESP
t12	le requin	30	2	le requin
t12	le requin	34	2	la 
t12	le requin	18	2	le requin
t12	le requin	24	2	le requin
t12	le requin	14	2	le requin
t12	le requin	20	2	le requin
t12	le requin	10	2	le refant
t12	le requin	16	2	le requin
t12	le requin	36	2	le requin
t12	le requin	26	2	le requin
t12	le requin	6	2	la riquot
t12	le requin	32	2	le recul
t18	le reflet	2	2	le refleg
t18	le reflet	22	2	le refleqe
t18	le reflet	14	2	le reflet
t18	le reflet	12	2	le reflE
t18	le reflet	16	2	le reflet
t18	le reflet	34	2	le reflet
t18	le reflet	28	2	le reflet
t18	le reflet	8	2	le revette
t18	le reflet	6	2	 reflEt
t18	le reflet	36	2	le reflet
t18	le reflet	30	2	le reflet
t18	le reflet	10	2	le reflet
t18	le reflet	20	2	le regle
t18	le reflet	26	2	la reflEt
t18	le reflet	24	2	la reflet
t18	le reflet	18	2	le relex
t18	le reflet	32	2	le reflex
t20	le meneau	12	2	le moche
t20	le meneau	24	2	le menoux
t20	le meneau	6	2	la maiman
t20	le meneau	28	2	le menot
t20	le meneau	32	2	le menoux
t20	le meneau	20	2	le meneau
t20	le meneau	18	2	le pandeau
t20	le meneau	14	2	la meneau
t20	le meneau	10	2	le parte
t20	le meneau	2	2	la menuae
t20	le meneau	8	2	la monquit
t20	le meneau	26	2	le bodain
t20	le meneau	22	2	la mer
t20	le meneau	34	2	
t20	le meneau	36	2	la meneau
t20	le meneau	30	2	le manteau
t20	le meneau	16	2	le meneau
t21	le recul	36	2	le recul
t21	le recul	28	2	le recail
t21	le recul	34	2	le rechan
t21	le recul	18	2	le recours
t21	le recul	30	2	la rediquile
t21	le recul	2	2	el rebond
t21	le recul	26	2	la rebond
t21	le recul	8	2	le recruit
t21	le recul	12	2	le rebonte
t21	le recul	6	2	le rebond
t21	le recul	14	2	le rebond
t21	le recul	22	2	{?}
t21	le recul	24	2	la recul
t21	le recul	10	2	le rebound
t21	le recul	20	2	le recul
t21	le recul	16	2	le recul
t21	le recul	32	2	le reCul
t22	le renard	18	2	le renard
t22	le renard	28	2	le renard
t22	le renard	14	2	le renard
t22	le renard	20	2	le renard
t22	le renard	26	2	le renard
t22	le renard	36	2	le renard
t22	le renard	30	2	le renard
t22	le renard	16	2	le renard
t22	le renard	10	2	le puret
t22	le renard	8	2	
t22	le renard	22	2	le renard
t22	le renard	32	2	le renard
t22	le renard	12	2	Le renArd
t22	le renard	2	2	el renard
t22	le renard	24	2	le rEnard
t22	le renard	6	2	le renarde
t22	le renard	34	2	le renard
t24	le faisan	22	2	la fazante
t24	le faisan	16	2	le fasant
t24	le faisan	6	2	 le phasant
t24	le faisan	20	2	le fezan
t24	le faisan	36	2	le fasant
t24	le faisan	24	2	le faisan
t24	le faisan	10	2	la fasant
t24	le faisan	28	2	le fasant
t24	le faisan	30	2	 le fasant
t24	le faisan	18	2	le fazant
t24	le faisan	26	2	le faisant
t24	le faisan	12	2	Le fazant
t24	le faisan	34	2	le fazan
t24	le faisan	8	2	la fassant
t24	le faisan	14	2	la fezante
t24	le faisan	2	2	el fagant
t24	le faisan	32	2	le fasant
